no_of_VirusTotal_positives,dangerous_permissions,triggered_signatures,udp_count,File_identified_by_10_AVs,Hidden_Payload_Found,Application_Asks_For_Dangerous_Permissions,no_of_Hosts_Involved,label
0,2,2,6,0,0,1,5,0
0,1,2,5,0,0,1,5,0
0,0,1,5,0,0,0,5,0
0,7,2,4,0,0,1,5,0
15,2,2,5,0,0,1,5,0
0,6,2,4,0,0,1,5,0
6,1,2,5,0,0,1,6,0
0,2,2,6,0,0,1,5,0
6,1,2,6,0,0,1,5,0
1,1,2,6,0,0,1,6,0
0,7,2,6,0,0,1,6,0
0,1,2,6,0,0,1,6,0
0,4,2,6,0,0,1,6,0
6,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,3,2,6,0,0,1,5,0
0,12,2,5,0,0,1,5,0
0,3,2,4,0,0,1,5,0
0,4,2,6,0,0,1,5,0
2,2,2,6,0,0,1,5,0
2,1,2,6,0,0,1,5,0
1,1,2,6,0,0,1,6,0
0,16,2,6,0,0,1,5,0
0,3,3,6,0,0,1,6,0
0,2,2,6,0,0,1,6,0
3,3,2,4,0,0,1,5,0
5,3,2,4,0,0,1,5,0
6,3,2,6,0,0,1,6,0
5,3,2,5,0,0,1,5,0
5,3,2,6,0,0,1,6,0
2,2,2,6,0,0,1,5,0
4,3,2,6,0,0,1,6,0
5,3,2,5,0,0,1,5,0
0,3,3,4,0,0,1,5,0
8,4,2,5,0,0,1,5,0
0,2,2,6,0,0,1,6,0
4,1,2,6,0,0,1,6,0
3,1,2,6,0,0,1,6,0
8,1,2,6,0,0,1,6,0
2,1,2,5,0,0,1,5,0
9,2,2,5,0,0,1,5,0
2,2,2,5,0,0,1,5,0
0,17,2,6,0,0,1,5,0
0,17,2,6,0,0,1,6,0
0,3,2,5,0,0,1,5,0
0,10,2,6,0,0,1,6,0
0,10,2,4,0,0,1,5,0
1,10,2,6,0,0,1,6,0
3,1,2,6,0,0,1,6,0
1,3,3,4,0,0,1,5,0
9,4,2,6,0,0,1,6,0
0,13,2,6,0,0,1,6,0
2,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,2,2,4,0,0,1,5,0
0,4,3,6,0,0,1,6,0
0,0,2,6,0,0,0,5,0
0,4,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,1,2,6,0,0,1,6,0
0,1,2,6,0,0,1,5,0
0,5,2,4,0,0,1,5,0
2,1,2,5,0,0,1,5,0
1,5,2,6,0,0,1,5,0
0,5,2,6,0,0,1,6,0
3,1,2,6,0,0,1,5,0
9,1,2,4,0,0,1,5,0
0,8,2,5,0,0,1,5,0
1,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,1,2,6,0,0,1,5,0
0,0,1,6,0,0,0,6,0
0,1,2,5,0,0,1,5,0
0,2,2,4,0,0,1,5,0
1,1,3,6,0,0,1,6,0
0,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,2,3,6,0,0,1,5,0
1,1,2,6,0,0,1,5,0
3,1,2,4,0,0,1,5,0
7,4,2,6,0,0,1,5,0
9,1,2,4,0,0,1,5,0
2,2,2,5,0,0,1,5,0
2,1,3,6,0,0,1,6,0
0,4,2,6,0,0,1,6,0
0,1,2,6,0,0,1,6,0
0,4,2,6,0,0,1,5,0
0,8,2,5,0,0,1,5,0
0,0,1,6,0,0,0,6,0
0,7,2,6,0,0,1,5,0
0,3,2,6,0,0,1,5,0
0,3,2,6,0,0,1,5,0
0,3,2,6,0,0,1,6,0
0,1,2,6,0,0,1,6,0
1,2,2,4,0,0,1,5,0
0,5,2,4,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,4,2,5,0,0,1,6,0
0,1,2,6,0,0,1,6,0
0,2,2,4,0,0,1,5,0
0,3,2,4,0,0,1,5,0
0,1,2,4,0,0,1,5,0
0,1,1,6,0,0,0,5,0
0,2,2,4,0,0,1,5,0
0,2,2,5,0,0,1,5,0
2,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,4,0,0,1,5,0
0,2,3,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
1,3,2,5,0,0,1,5,0
0,4,2,4,0,0,1,5,0
0,3,2,5,0,0,1,5,0
0,1,2,4,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,5,0,0,1,5,0
2,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,5,2,6,0,0,1,5,0
0,5,2,6,0,0,1,6,0
0,5,1,4,0,0,1,5,0
0,17,2,4,0,0,1,5,0
0,4,2,6,0,0,1,5,0
0,2,2,5,0,0,1,5,0
0,3,3,6,0,0,1,6,0
11,4,2,5,0,0,1,6,0
9,4,2,6,0,0,1,6,0
2,1,2,4,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,1,2,6,0,0,1,5,0
0,6,2,4,0,0,1,5,0
1,5,2,6,0,0,1,5,0
0,5,2,4,0,0,1,5,0
0,1,2,4,0,0,1,5,0
4,3,2,6,0,0,1,6,0
5,3,2,6,0,0,1,5,0
4,3,2,6,0,0,1,5,0
5,3,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
5,3,2,8,0,0,1,5,0
3,3,2,4,0,0,1,5,0
4,3,2,6,0,0,1,6,0
3,3,2,6,0,0,1,6,0
3,3,2,5,0,0,1,5,0
4,3,2,6,0,0,1,6,0
6,3,2,5,0,0,1,5,0
5,3,2,5,0,0,1,6,0
5,3,2,6,0,0,1,5,0
5,3,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,4,3,4,0,0,1,5,0
0,4,2,6,0,0,1,5,0
0,3,2,6,0,0,1,6,0
0,5,2,6,0,0,1,6,0
0,5,2,5,0,0,1,6,0
17,1,2,6,0,0,1,6,0
9,1,2,6,0,0,1,6,0
0,5,2,6,0,0,1,6,0
0,4,2,4,0,0,1,5,0
0,2,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
3,1,2,6,0,0,1,5,0
0,5,2,6,0,0,1,6,0
0,3,2,6,0,0,1,5,0
0,6,2,5,0,0,1,6,0
0,6,2,6,0,0,1,6,0
0,3,2,4,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,2,3,5,0,0,1,5,0
0,2,3,6,0,0,1,6,0
0,1,3,6,0,0,1,5,0
2,1,2,4,0,0,1,5,0
1,1,3,6,0,0,1,6,0
0,1,2,6,0,0,1,6,0
1,4,3,6,0,0,1,6,0
1,1,2,6,0,0,1,6,0
0,17,2,4,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,6,0
3,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,1,2,6,0,0,1,6,0
0,1,2,4,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,2,2,6,0,0,1,5,0
0,2,2,6,0,0,1,5,0
8,3,2,6,0,0,1,6,0
0,1,2,5,0,0,1,5,0
0,17,2,6,0,0,1,5,0
0,3,2,6,0,0,1,6,0
0,3,2,6,0,0,1,5,0
1,1,2,6,0,0,1,5,0
9,2,2,4,0,0,1,5,0
8,1,2,4,0,0,1,5,0
0,1,2,6,0,0,1,6,0
9,4,2,4,0,0,1,5,0
0,1,2,4,0,0,1,5,0
3,1,2,6,0,0,1,6,0
0,0,2,4,0,0,0,5,0
0,1,1,40,0,0,1,4,0
0,2,2,6,0,0,1,5,0
0,10,2,6,0,0,1,6,0
0,5,2,6,0,0,1,5,0
0,1,2,5,0,0,1,5,0
0,5,2,6,0,0,1,5,0
0,5,2,4,0,0,1,5,0
0,5,2,6,0,0,1,6,0
0,5,3,6,0,0,1,6,0
0,4,3,5,0,0,1,5,0
0,4,2,6,0,0,1,5,0
1,2,3,20,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,16,2,4,0,0,1,5,0
0,16,2,5,0,0,1,5,0
0,16,2,5,0,0,1,5,0
0,3,2,5,0,0,1,5,0
42,1,3,6,1,0,1,6,0
0,4,3,6,0,0,1,6,0
0,3,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
2,2,2,4,0,0,1,5,0
0,1,1,80,0,0,1,4,0
0,5,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,4,2,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
2,2,2,5,0,0,1,5,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,17,1,80,0,0,1,4,0
0,4,1,80,0,0,1,4,0
0,3,1,80,0,0,1,4,0
0,3,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,96,0,0,1,4,0
0,2,3,6,0,0,1,5,0
0,4,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,3,1,80,0,0,1,4,0
0,2,1,80,0,0,1,4,0
0,2,1,80,0,0,1,4,0
0,2,2,6,0,0,1,5,0
0,0,0,79,0,0,0,4,0
0,0,0,80,0,0,0,4,0
0,0,0,80,0,0,0,4,0
0,0,0,80,0,0,0,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,2,1,80,0,0,1,4,0
0,2,2,79,0,0,1,4,0
0,1,1,80,0,0,1,4,0
2,1,2,4,0,0,1,5,0
0,1,1,80,0,0,1,4,0
0,3,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,5,2,80,0,0,1,4,0
0,5,2,79,0,0,1,4,0
0,3,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,0,0,80,0,0,0,4,0
0,4,2,5,0,0,1,6,0
0,0,0,96,0,0,0,4,0
0,1,1,80,0,0,1,4,0
0,0,0,80,0,0,0,4,0
0,0,0,80,0,0,0,4,0
0,3,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,2,1,80,0,0,1,4,0
0,2,1,80,0,0,1,4,0
0,4,1,80,0,0,1,4,0
0,1,2,6,0,0,1,5,0
0,1,2,80,0,0,1,4,0
0,1,2,80,0,0,1,4,0
0,1,2,80,0,0,1,4,0
0,3,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,2,1,80,0,0,1,4,0
0,13,2,6,0,0,1,6,0
0,1,2,4,0,0,1,5,0
0,0,1,6,0,0,0,5,0
0,1,2,6,0,0,1,5,0
0,2,2,4,0,0,1,5,0
0,2,2,6,0,0,1,6,0
0,2,2,6,0,0,1,5,0
4,1,2,6,0,0,1,6,0
0,0,1,5,0,0,0,5,0
0,10,2,6,0,0,1,6,0
7,1,2,6,0,0,1,5,0
0,1,2,5,0,0,1,5,0
0,4,2,8,0,0,1,6,0
0,0,2,12,0,0,0,6,0
1,1,2,5,0,0,1,5,0
0,1,2,5,0,0,1,5,0
0,2,3,5,0,0,1,6,0
0,2,3,6,0,0,1,6,0
0,13,3,6,0,0,1,6,0
0,13,3,6,0,0,1,5,0
0,13,3,6,0,0,1,5,0
0,13,3,6,0,0,1,5,0
0,11,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,10,3,6,0,0,1,6,0
3,2,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,6,2,6,0,0,1,6,0
9,4,2,6,0,0,1,6,0
0,33,3,6,0,0,1,6,0
0,33,3,5,0,0,1,5,0
0,41,3,4,0,0,1,5,0
0,33,3,5,0,0,1,5,0
0,33,3,6,0,0,1,5,0
0,41,2,6,0,0,1,5,0
2,2,3,4,0,0,1,5,0
0,33,3,35,0,0,1,5,0
0,33,3,6,0,0,1,5,0
0,33,3,6,0,0,1,5,0
0,33,3,6,0,0,1,5,0
0,33,3,6,0,0,1,5,0
0,33,3,6,0,0,1,5,0
0,33,3,6,0,0,1,5,0
0,33,3,6,0,0,1,6,0
0,1,2,6,0,0,1,5,0
13,4,2,4,0,0,1,5,0
1,2,3,6,0,0,1,6,0
0,17,2,6,0,0,1,5,0
0,2,2,6,0,0,1,6,0
0,1,2,6,0,0,1,5,0
0,1,2,4,0,0,1,5,0
1,2,2,4,0,0,1,5,0
0,2,2,13,0,0,1,6,0
1,6,2,6,0,0,1,5,0
0,2,2,6,0,0,1,5,0
0,3,2,5,0,0,1,5,0
11,2,2,5,0,0,1,5,0
2,2,2,6,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,1,2,6,0,0,1,5,0
0,0,1,4,0,0,0,5,0
0,3,2,6,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,3,2,6,0,0,1,5,0
0,3,2,6,0,0,1,6,0
0,1,2,5,0,0,1,6,0
0,3,2,4,0,0,1,5,0
0,3,2,4,0,0,1,5,0
0,3,2,6,0,0,1,6,0
0,3,2,6,0,0,1,6,0
0,3,2,5,0,0,1,5,0
0,3,2,6,0,0,1,6,0
0,3,2,6,0,0,1,6,0
0,3,2,6,0,0,1,6,0
0,1,2,6,0,0,1,6,0
0,4,3,6,0,0,1,5,0
0,1,2,5,0,0,1,5,0
4,1,2,6,0,0,1,5,0
1,3,3,4,0,0,1,5,0
0,3,3,6,0,0,1,6,0
0,3,3,6,0,0,1,6,0
0,3,3,4,0,0,1,5,0
0,3,3,6,0,0,1,5,0
0,0,1,5,0,0,0,5,0
0,0,1,5,0,0,0,5,0
0,2,2,6,0,0,1,6,0
0,1,2,5,0,0,1,5,0
2,1,2,4,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,4,2,6,0,0,1,5,0
0,4,2,6,0,0,1,6,0
0,3,2,6,0,0,1,5,0
0,17,2,6,0,0,1,5,0
0,4,2,6,0,0,1,5,0
8,1,2,6,0,0,1,6,0
6,1,2,6,0,0,1,6,0
0,1,2,5,0,0,1,5,0
7,1,2,6,0,0,1,5,0
2,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,6,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,13,2,5,0,0,1,6,0
0,2,2,6,0,0,1,6,0
7,2,4,6,0,0,1,5,0
6,2,4,6,0,0,1,5,0
0,2,3,5,0,0,1,5,0
0,1,3,14,0,0,1,6,0
0,1,2,5,0,0,1,5,0
0,2,2,6,0,0,1,5,0
1,4,2,6,0,0,1,5,0
1,4,2,6,0,0,1,6,0
0,3,2,4,0,0,1,5,0
0,6,2,6,0,0,1,6,0
0,6,2,6,0,0,1,6,0
0,6,2,5,0,0,1,5,0
0,3,2,4,0,0,1,5,0
0,3,2,6,0,0,1,5,0
0,6,2,4,0,0,1,5,0
0,6,2,6,0,0,1,6,0
0,1,2,6,0,0,1,5,0
2,3,2,6,0,0,1,5,0
0,2,2,4,0,0,1,5,0
0,2,2,6,0,0,1,6,0
0,10,2,5,0,0,1,5,0
0,1,4,6,0,0,1,6,0
0,2,2,5,0,0,1,5,0
2,35,2,5,0,0,1,5,0
0,3,2,6,0,0,1,5,0
11,4,2,5,0,0,1,6,0
8,1,2,6,0,0,1,6,0
0,3,2,6,0,0,1,5,0
1,3,3,6,0,0,1,6,0
0,5,2,4,0,0,1,5,0
0,0,1,4,0,0,0,5,0
0,1,2,6,0,0,1,6,0
1,6,2,4,0,0,1,5,0
0,6,2,6,0,0,1,5,0
0,6,2,6,0,0,1,5,0
0,3,1,5,0,0,0,5,0
0,3,1,6,0,0,0,5,0
0,7,2,4,0,0,1,5,0
0,1,2,4,0,0,1,5,0
0,3,1,80,0,0,1,4,0
0,5,2,5,0,0,1,5,0
0,1,3,6,0,0,1,5,0
0,6,2,4,0,0,1,5,0
0,6,2,6,0,0,1,5,0
0,6,2,6,0,0,1,5,0
0,6,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,5,1,5,0,0,1,5,0
0,4,1,80,0,0,1,4,0
1,1,2,6,0,0,1,5,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,2,1,80,0,0,1,4,0
0,2,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
0,13,1,80,0,0,1,4,0
0,16,1,80,0,0,1,4,0
0,17,1,64,0,0,1,4,0
2,1,2,5,0,0,1,5,0
0,4,1,80,0,0,1,4,0
0,4,1,80,0,0,1,4,0
0,1,1,80,0,0,1,4,0
2,12,2,13,0,0,1,6,0
0,2,2,5,0,0,1,5,0
0,1,2,13,0,0,1,6,0
0,1,2,5,0,0,1,5,0
0,5,2,6,0,0,1,5,0
0,1,2,5,0,0,1,6,0
0,1,2,5,0,0,1,5,0
3,1,2,4,0,0,1,5,0
0,9,3,4,0,0,1,5,0
0,9,3,6,0,0,1,6,0
0,9,3,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,2,2,6,0,0,1,6,0
0,0,2,6,0,0,0,5,0
8,1,2,5,0,0,1,5,0
0,3,2,5,0,0,1,5,0
4,1,2,6,0,0,1,6,0
1,2,3,5,0,0,1,5,0
4,1,2,4,0,0,1,5,0
0,2,2,6,0,0,1,5,0
0,2,2,6,0,0,1,6,0
0,5,2,5,0,0,1,6,0
0,5,2,6,0,0,1,6,0
0,5,2,6,0,0,1,6,0
0,2,3,5,0,0,1,5,0
0,2,3,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,2,2,6,0,0,1,5,0
0,2,2,6,0,0,1,5,0
3,1,2,4,0,0,1,5,0
0,1,2,6,0,0,1,6,0
0,10,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,5,2,4,0,0,1,5,0
0,4,2,6,0,0,1,6,0
0,17,2,4,0,0,1,5,0
0,1,2,4,0,0,1,5,0
0,0,1,4,0,0,0,5,0
0,1,2,6,0,0,1,5,0
1,8,2,6,0,0,1,5,0
0,3,2,4,0,0,1,5,0
0,1,2,5,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,3,8,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,1,2,6,0,0,1,5,0
0,2,3,6,0,0,1,5,0
0,5,2,4,0,0,1,5,0
1,1,2,6,0,0,1,5,0
2,1,2,4,0,0,1,5,0
1,1,2,6,0,0,1,6,0
0,3,2,6,0,0,1,5,0
0,1,2,6,0,0,1,6,0
24,4,2,6,0,0,1,5,0
22,4,2,6,0,0,1,5,0
0,1,2,12,0,0,1,6,0
0,3,2,4,0,0,1,5,0
0,2,3,6,0,0,1,5,0
0,17,2,6,0,0,1,6,0
0,17,2,9,0,0,1,5,0
28,13,6,5,1,1,1,5,1
25,10,6,4,1,1,1,5,1
30,4,5,5,1,1,1,5,1
33,11,5,4,1,1,1,5,1
39,11,5,6,1,1,1,6,1
38,11,5,5,1,1,1,5,1
31,11,5,6,1,1,1,5,1
30,11,5,4,1,1,1,5,1
40,11,5,6,1,1,1,5,1
33,11,5,6,1,1,1,5,1
38,11,5,4,1,1,1,5,1
31,11,5,4,1,1,1,5,1
38,11,5,4,1,1,1,5,1
27,6,6,6,1,1,1,6,1
38,11,5,5,1,1,1,5,1
32,11,5,5,1,1,1,5,1
33,11,5,4,1,1,1,5,1
33,11,5,6,1,1,1,5,1
33,11,5,6,1,1,1,6,1
40,11,5,6,1,1,1,5,1
39,11,5,4,1,1,1,5,1
33,11,5,5,1,1,1,5,1
30,9,5,6,1,1,1,5,1
29,6,5,6,1,1,1,5,1
32,11,5,4,1,1,1,5,1
25,6,5,6,1,1,1,6,1
35,3,5,5,1,1,1,6,1
39,3,5,6,1,1,1,5,1
18,0,1,7,0,0,0,6,1
37,3,5,5,1,1,1,6,1
32,3,5,6,1,1,1,6,1
27,6,5,6,1,1,1,5,1
30,6,5,4,1,1,1,5,1
29,6,5,5,1,1,1,6,1
28,6,5,5,1,1,1,5,1
32,11,5,9,1,1,1,5,1
26,6,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
28,6,5,6,1,1,1,5,1
28,6,5,4,1,1,1,5,1
30,6,5,5,1,1,1,5,1
30,6,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
30,6,5,4,1,1,1,5,1
39,6,5,6,1,1,1,6,1
31,6,5,4,1,1,1,5,1
31,11,5,5,1,1,1,5,1
31,6,5,4,1,1,1,5,1
32,6,5,4,1,1,1,5,1
29,6,5,4,1,1,1,5,1
29,6,5,6,1,1,1,5,1
29,9,5,6,1,1,1,5,1
29,9,5,4,1,1,1,5,1
39,7,7,6,1,1,1,6,1
36,9,5,4,1,1,1,5,1
32,3,5,4,1,1,1,5,1
29,9,5,4,1,1,1,5,1
30,11,5,6,1,1,1,5,1
38,1,5,6,1,1,1,5,1
13,0,1,4,0,0,0,5,1
16,0,1,6,0,0,0,6,1
17,0,1,4,0,0,0,5,1
17,0,1,4,0,0,0,5,1
32,3,5,6,1,1,1,6,1
31,7,5,6,1,1,1,5,1
29,7,5,6,1,1,1,5,1
28,4,5,19,1,1,1,6,1
32,6,5,20,1,1,1,6,1
32,11,5,4,1,1,1,5,1
35,5,5,17,1,1,1,5,1
36,5,5,17,1,1,1,6,1
27,101,5,19,1,1,1,5,1
31,6,5,19,1,1,1,6,1
38,8,5,4,1,1,1,5,1
28,6,5,17,1,1,1,5,1
31,8,5,5,1,1,1,5,1
37,6,5,20,1,1,1,6,1
31,6,5,4,1,1,1,5,1
32,6,5,19,1,1,1,6,1
32,11,5,6,1,1,1,5,1
35,6,5,5,1,1,1,6,1
27,8,5,5,1,1,1,5,1
30,8,5,4,1,1,1,5,1
29,8,5,6,1,1,1,5,1
29,8,5,6,1,1,1,6,1
29,5,5,5,1,1,1,5,1
37,7,5,6,1,1,1,5,1
0,0,1,6,0,0,0,5,1
40,7,5,4,1,1,1,5,1
28,7,5,4,1,1,1,5,1
30,11,5,4,1,1,1,5,1
36,10,5,6,1,1,1,5,1
30,13,5,4,1,1,1,5,1
31,13,5,4,1,1,1,5,1
20,0,2,5,1,0,0,5,1
28,11,5,4,1,1,1,5,1
29,6,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
32,3,5,6,1,1,1,5,1
30,5,5,4,1,1,1,5,1
29,5,5,4,1,1,1,5,1
34,11,5,6,1,1,1,5,1
31,5,5,4,1,1,1,5,1
29,5,5,6,1,1,1,5,1
38,5,5,4,1,1,1,5,1
32,5,5,4,1,1,1,5,1
29,3,5,4,1,1,1,5,1
31,5,5,4,1,1,1,5,1
37,5,5,5,1,1,1,5,1
30,5,5,6,1,1,1,5,1
31,5,5,5,1,1,1,5,1
29,5,5,5,1,1,1,5,1
31,10,6,6,1,1,1,5,1
32,11,5,5,1,1,1,6,1
28,5,5,6,1,1,1,5,1
28,5,5,4,1,1,1,5,1
28,5,5,5,1,1,1,6,1
30,5,5,6,1,1,1,5,1
38,7,5,6,1,1,1,5,1
32,7,5,6,1,1,1,5,1
41,7,5,6,1,1,1,5,1
28,7,5,6,1,1,1,5,1
27,0,2,6,1,0,0,5,1
29,7,5,5,1,1,1,5,1
31,11,5,4,1,1,1,5,1
33,4,5,6,1,1,1,5,1
31,5,6,5,1,1,1,5,1
30,5,6,4,1,1,1,5,1
35,5,6,6,1,1,1,6,1
30,7,5,6,1,1,1,5,1
29,7,5,4,1,1,1,5,1
32,7,5,4,1,1,1,5,1
30,7,5,5,1,1,1,5,1
31,7,5,6,1,1,1,5,1
23,65,4,6,0,1,1,5,1
31,11,5,4,1,1,1,5,1
24,65,5,5,1,1,1,5,1
26,65,5,5,1,1,1,5,1
25,65,5,3,1,1,1,5,1
31,60,5,4,1,1,1,5,1
32,60,5,6,1,1,1,6,1
25,11,5,10,1,1,1,5,1
3,4,4,5,0,1,1,5,1
26,0,2,5,1,0,0,6,1
27,0,2,6,1,0,0,5,1
30,4,5,6,1,1,1,5,1
37,11,5,5,1,1,1,5,1
33,4,5,6,1,1,1,5,1
31,3,5,6,1,1,1,6,1
29,6,5,6,1,1,1,5,1
37,3,5,4,1,1,1,5,1
39,3,5,6,1,1,1,6,1
37,6,5,4,1,1,1,5,1
29,3,5,6,1,1,1,6,1
41,3,5,4,1,1,1,5,1
32,3,5,5,1,1,1,5,1
31,3,5,3,1,1,1,5,1
33,11,5,4,1,1,1,5,1
30,4,5,6,1,1,1,5,1
31,4,5,6,1,1,1,5,1
33,9,5,6,1,1,1,6,1
33,9,5,4,1,1,1,5,1
34,9,5,5,1,1,1,5,1
33,9,5,5,1,1,1,5,1
34,9,5,6,1,1,1,5,1
33,3,6,5,1,1,1,5,1
35,3,6,6,1,1,1,5,1
33,3,5,6,1,1,1,5,1
29,11,5,5,1,1,1,5,1
32,4,5,6,1,1,1,5,1
31,9,5,6,1,1,1,5,1
31,9,5,6,1,1,1,6,1
30,9,5,4,1,1,1,5,1
41,9,5,4,1,1,1,5,1
32,9,5,3,1,1,1,5,1
40,9,5,6,1,1,1,5,1
28,9,5,5,1,1,1,5,1
31,9,5,5,1,1,1,5,1
30,9,5,4,1,1,1,5,1
34,11,5,6,1,1,1,5,1
