no_of_VirusTotal_positives,dangerous_permissions,triggered_signatures,udp_count,File_identified_by_10_AVs,Hidden_Payload_Found,Application_Asks_For_Dangerous_Permissions,no_of_Hosts_Involved,label
29,9,5,5,1,1,1,5,1
31,9,5,4,1,1,1,5,1
30,9,5,5,1,1,1,5,1
29,9,5,6,1,1,1,5,1
33,9,5,4,1,1,1,5,1
34,9,5,5,1,1,1,5,1
34,9,5,4,1,1,1,5,1
29,7,5,6,1,1,1,5,1
33,7,5,4,1,1,1,5,1
37,3,5,6,1,1,1,5,1
33,11,5,6,1,1,1,5,1
40,3,5,5,1,1,1,5,1
38,3,5,4,1,1,1,5,1
41,3,5,5,1,1,1,5,1
37,3,5,5,1,1,1,6,1
40,3,5,5,1,1,1,5,1
32,0,2,6,1,0,0,6,1
25,3,4,6,0,1,1,5,1
31,3,5,6,1,1,1,5,1
33,3,5,9,1,1,1,5,1
36,3,5,6,1,1,1,5,1
32,11,5,6,1,1,1,5,1
32,3,5,6,1,1,1,5,1
41,3,5,5,1,1,1,5,1
37,3,5,6,1,1,1,5,1
31,3,5,5,1,1,1,5,1
33,3,5,6,1,1,1,6,1
31,3,5,6,1,1,1,6,1
30,3,5,4,1,1,1,5,1
29,3,5,4,1,1,1,5,1
33,4,5,6,1,1,1,5,1
31,4,5,4,1,1,1,5,1
40,11,5,4,1,1,1,5,1
32,3,5,5,1,1,1,5,1
31,3,5,4,1,1,1,5,1
31,4,5,6,1,1,1,6,1
32,4,5,6,1,1,1,5,1
39,4,5,6,1,1,1,5,1
33,4,5,6,1,1,1,5,1
39,4,5,5,1,1,1,5,1
31,3,5,6,1,1,1,5,1
30,4,5,6,1,1,1,5,1
27,3,5,5,1,1,1,5,1
32,10,6,5,1,1,1,5,1
32,11,5,6,1,1,1,5,1
31,3,5,4,1,1,1,5,1
30,9,5,6,1,1,1,6,1
35,4,5,6,1,1,1,5,1
30,9,5,5,1,1,1,5,1
31,3,5,4,1,1,1,5,1
31,3,5,4,1,1,1,5,1
32,3,5,6,1,1,1,6,1
33,3,5,4,1,1,1,5,1
31,3,5,6,1,1,1,5,1
32,4,5,6,1,1,1,6,1
39,11,5,4,1,1,1,5,1
33,3,5,4,1,1,1,5,1
30,6,5,5,1,1,1,5,1
31,3,5,4,1,1,1,5,1
33,4,5,5,1,1,1,6,1
26,15,5,5,1,1,1,6,1
30,15,5,4,1,1,1,5,1
32,3,5,4,1,1,1,5,1
34,3,5,6,1,1,1,5,1
35,3,5,4,1,1,1,5,1
31,2,5,4,1,1,1,5,1
42,11,5,4,1,1,1,5,1
30,3,5,6,1,1,1,5,1
30,3,5,4,1,1,1,5,1
32,3,5,5,1,1,1,5,1
32,3,5,4,1,1,1,5,1
32,3,5,4,1,1,1,5,1
32,3,5,6,1,1,1,5,1
32,3,5,4,1,1,1,5,1
32,3,5,6,1,1,1,5,1
32,3,5,5,1,1,1,5,1
42,3,5,6,1,1,1,5,1
32,11,5,4,1,1,1,5,1
31,3,5,5,1,1,1,5,1
32,3,5,6,1,1,1,6,1
34,4,5,5,1,1,1,5,1
33,3,5,6,1,1,1,5,1
39,3,5,6,1,1,1,5,1
33,3,5,6,1,1,1,5,1
31,0,4,6,1,1,0,5,1
32,3,5,6,1,1,1,6,1
30,3,5,6,1,1,1,5,1
31,3,5,6,1,1,1,6,1
39,11,5,4,1,1,1,5,1
32,3,5,5,1,1,1,5,1
33,3,5,4,1,1,1,5,1
32,3,5,6,1,1,1,5,1
32,3,5,9,1,1,1,5,1
25,4,5,5,1,1,1,5,1
26,3,5,4,1,1,1,5,1
33,3,5,6,1,1,1,5,1
31,3,5,6,1,1,1,5,1
30,3,5,6,1,1,1,5,1
35,3,5,6,1,1,1,5,1
39,11,5,6,1,1,1,5,1
28,0,4,6,1,1,0,5,1
33,3,5,6,1,1,1,5,1
30,3,5,6,1,1,1,6,1
30,3,5,6,1,1,1,5,1
31,3,5,6,1,1,1,5,1
30,3,5,6,1,1,1,5,1
33,3,5,4,1,1,1,5,1
29,3,5,6,1,1,1,6,1
33,3,5,6,1,1,1,6,1
30,3,5,4,1,1,1,5,1
30,11,5,4,1,1,1,5,1
32,3,5,6,1,1,1,5,1
38,3,5,6,1,1,1,5,1
28,3,5,6,1,1,1,5,1
32,3,5,3,1,1,1,5,1
35,6,5,4,1,1,1,5,1
27,6,5,5,1,1,1,5,1
33,6,5,5,1,1,1,5,1
31,3,5,4,1,1,1,5,1
0,0,1,6,0,0,0,5,1
24,0,2,5,1,0,0,5,1
33,11,5,4,1,1,1,5,1
22,0,2,6,1,0,0,5,1
40,1,5,3,1,1,1,5,1
6,3,4,5,0,1,1,5,1
26,0,2,6,1,0,0,5,1
36,1,5,4,1,1,1,5,1
0,0,1,6,0,0,0,5,1
28,0,2,6,1,0,0,5,1
29,0,2,4,1,0,0,5,1
25,0,2,4,1,0,0,5,1
32,0,2,4,1,0,0,5,1
38,11,5,6,1,1,1,5,1
28,0,2,5,1,0,0,6,1
29,0,2,4,1,0,0,5,1
30,0,2,6,1,0,0,5,1
25,0,2,5,1,0,0,5,1
30,0,2,6,1,0,0,5,1
28,0,2,4,1,0,0,5,1
27,0,2,5,1,0,0,5,1
28,0,2,4,1,0,0,5,1
28,0,2,5,1,0,0,6,1
26,0,2,5,1,0,0,5,1
33,11,5,5,1,1,1,5,1
25,0,2,4,1,0,0,5,1
25,0,2,3,1,0,0,5,1
29,0,2,6,1,0,0,5,1
26,0,2,6,1,0,0,5,1
36,0,2,6,1,0,0,5,1
28,0,2,6,1,0,0,6,1
29,0,2,6,1,0,0,6,1
29,0,2,4,1,0,0,5,1
29,0,2,4,1,0,0,5,1
7,3,4,5,0,1,1,5,1
31,5,5,6,1,1,1,5,1
31,11,5,5,1,1,1,5,1
0,0,1,6,0,0,0,5,1
27,8,6,5,1,1,1,5,1
27,15,6,4,1,1,1,5,1
35,7,6,6,1,1,1,5,1
28,7,6,6,1,1,1,5,1
30,6,5,4,1,1,1,5,1
37,3,5,5,1,1,1,5,1
29,6,5,5,1,1,1,5,1
30,6,5,5,1,1,1,5,1
31,10,6,5,1,1,1,5,1
31,11,5,4,1,1,1,5,1
29,6,5,4,1,1,1,5,1
21,15,5,4,1,1,1,5,1
29,5,5,5,1,1,1,5,1
39,3,5,6,1,1,1,6,1
38,3,5,6,1,1,1,5,1
29,4,5,6,1,1,1,5,1
40,6,5,3,1,1,1,5,1
23,5,4,4,0,1,1,5,1
30,6,5,6,1,1,1,5,1
32,5,5,4,1,1,1,5,1
39,11,5,5,1,1,1,5,1
30,5,5,6,1,1,1,5,1
0,0,1,6,0,0,0,5,1
30,4,5,6,1,1,1,5,1
39,5,5,6,1,1,1,6,1
34,4,5,5,1,1,1,5,1
35,3,5,6,1,1,1,5,1
29,6,5,3,1,1,1,5,1
33,6,5,6,1,1,1,5,1
33,6,5,6,1,1,1,5,1
28,6,5,6,1,1,1,6,1
38,11,5,6,1,1,1,5,1
29,5,6,6,1,1,1,6,1
37,4,5,6,1,1,1,5,1
29,5,6,6,1,1,1,5,1
26,5,6,4,1,1,1,5,1
29,6,5,3,1,1,1,5,1
31,7,5,4,1,1,1,5,1
30,5,5,4,1,1,1,5,1
27,4,5,6,1,1,1,5,1
38,3,5,6,1,1,1,5,1
28,59,6,4,1,1,1,5,1
39,11,5,4,1,1,1,5,1
30,3,5,4,1,1,1,5,1
29,3,5,6,1,1,1,5,1
29,4,5,6,1,1,1,5,1
31,6,5,6,1,1,1,5,1
32,6,5,4,1,1,1,5,1
30,4,5,6,1,1,1,5,1
38,3,5,4,1,1,1,5,1
30,3,5,6,1,1,1,6,1
30,7,5,6,1,1,1,5,1
32,6,5,6,1,1,1,5,1
32,11,5,6,1,1,1,5,1
32,3,5,6,1,1,1,5,1
31,6,5,4,1,1,1,5,1
32,5,5,5,1,1,1,5,1
28,3,5,5,1,1,1,5,1
0,0,1,5,0,0,0,5,1
31,5,5,6,1,1,1,5,1
35,3,5,6,1,1,1,5,1
31,5,5,6,1,1,1,5,1
31,5,5,6,1,1,1,5,1
0,0,1,4,0,0,0,5,1
34,11,5,6,1,1,1,6,1
29,6,5,6,1,1,1,6,1
30,7,5,6,1,1,1,6,1
27,13,6,6,1,1,1,6,1
28,3,5,6,1,1,1,5,1
33,6,5,5,1,1,1,5,1
32,5,5,6,1,1,1,5,1
30,6,5,6,1,1,1,5,1
30,6,5,6,1,1,1,5,1
29,4,5,4,1,1,1,5,1
27,4,5,5,1,1,1,5,1
40,11,5,6,1,1,1,5,1
40,3,5,4,1,1,1,5,1
33,6,5,4,1,1,1,5,1
28,13,6,6,1,1,1,5,1
32,6,5,6,1,1,1,5,1
29,6,5,6,1,1,1,6,1
31,6,5,6,1,1,1,5,1
28,3,5,4,1,1,1,5,1
33,6,5,4,1,1,1,5,1
31,5,5,6,1,1,1,6,1
31,5,5,4,1,1,1,5,1
31,11,5,4,1,1,1,5,1
39,3,5,6,1,1,1,6,1
30,5,5,4,1,1,1,5,1
30,5,5,6,1,1,1,5,1
27,4,5,6,1,1,1,6,1
30,6,5,8,1,1,1,5,1
31,6,5,5,1,1,1,5,1
37,5,6,4,1,1,1,5,1
32,3,5,6,1,1,1,5,1
29,5,5,4,1,1,1,5,1
30,6,5,6,1,1,1,5,1
30,11,5,5,1,1,1,5,1
30,6,5,6,1,1,1,5,1
37,6,5,6,1,1,1,5,1
30,3,5,6,1,1,1,5,1
30,6,5,4,1,1,1,5,1
32,3,5,5,1,1,1,6,1
23,7,4,6,0,1,1,6,1
0,0,1,4,0,0,0,5,1
33,6,5,4,1,1,1,5,1
38,6,5,5,1,1,1,5,1
32,6,5,6,1,1,1,5,1
32,5,5,4,1,1,1,5,1
30,11,5,6,1,1,1,6,1
31,6,5,6,1,1,1,5,1
30,11,5,6,1,1,1,5,1
34,5,6,4,1,1,1,5,1
30,11,5,6,1,1,1,5,1
33,6,5,4,1,1,1,5,1
40,6,5,5,1,1,1,5,1
21,0,1,5,0,0,0,5,1
30,5,5,4,1,1,1,5,1
30,5,5,5,1,1,1,5,1
37,5,5,6,1,1,1,5,1
32,11,5,4,1,1,1,5,1
38,5,5,5,1,1,1,5,1
31,6,5,6,1,1,1,5,1
31,6,5,6,1,1,1,5,1
34,11,5,4,1,1,1,5,1
38,12,5,4,1,1,1,5,1
29,9,5,5,1,1,1,5,1
28,9,5,6,1,1,1,5,1
39,6,6,6,1,1,1,5,1
32,11,5,6,1,1,1,6,1
33,11,5,5,1,1,1,5,1
32,11,5,6,1,1,1,5,1
31,10,5,5,1,1,1,5,1
31,7,5,6,1,1,1,5,1
30,96,5,12,1,1,1,5,1
27,6,6,5,1,1,1,5,1
30,11,5,4,1,1,1,5,1
34,11,5,6,1,1,1,5,1
32,11,5,5,1,1,1,5,1
29,11,5,6,1,1,1,5,1
31,11,5,5,1,1,1,6,1
31,11,5,4,1,1,1,5,1
31,11,5,6,1,1,1,5,1
38,11,5,6,1,1,1,5,1
34,11,5,6,1,1,1,5,1
38,11,5,4,1,1,1,5,1
33,11,5,4,1,1,1,5,1
31,11,5,5,1,1,1,6,1
38,11,5,5,1,1,1,5,1
39,11,5,4,1,1,1,5,1
39,11,5,6,1,1,1,6,1
31,11,5,6,1,1,1,6,1
38,11,5,4,1,1,1,5,1
32,11,5,4,1,1,1,5,1
32,11,5,6,1,1,1,6,1
37,11,5,6,1,1,1,5,1
37,11,5,5,1,1,1,5,1
31,11,5,6,1,1,1,5,1
30,11,5,4,1,1,1,5,1
34,11,5,6,1,1,1,5,1
31,11,5,6,1,1,1,5,1
30,11,5,4,1,1,1,5,1
32,11,5,6,1,1,1,5,1
30,11,5,5,1,1,1,5,1
39,11,5,10,1,1,1,5,1
32,11,5,5,1,1,1,5,1
32,11,5,6,1,1,1,6,1
40,11,5,4,1,1,1,5,1
32,11,5,6,1,1,1,6,1
32,11,5,4,1,1,1,5,1
39,11,5,6,1,1,1,5,1
39,11,5,6,1,1,1,5,1
41,11,5,4,1,1,1,5,1
33,11,5,5,1,1,1,5,1
33,11,5,6,1,1,1,5,1
32,11,5,5,1,1,1,5,1
34,11,5,4,1,1,1,5,1
30,11,5,4,1,1,1,5,1
33,11,5,6,1,1,1,5,1
39,11,5,6,1,1,1,6,1
39,11,5,4,1,1,1,5,1
40,11,5,5,1,1,1,5,1
38,11,5,5,1,1,1,5,1
32,11,5,4,1,1,1,5,1
39,11,5,6,1,1,1,6,1
32,11,5,4,1,1,1,5,1
32,11,5,5,1,1,1,5,1
31,11,5,4,1,1,1,5,1
33,11,5,5,1,1,1,5,1
31,11,5,4,1,1,1,5,1
40,11,5,6,1,1,1,5,1
33,11,5,3,1,1,1,5,1
29,11,5,4,1,1,1,5,1
31,11,5,5,1,1,1,5,1
39,11,5,4,1,1,1,5,1
28,4,5,5,1,1,1,5,1
39,6,5,5,1,1,1,5,1
32,11,5,5,1,1,1,5,1
33,3,5,6,1,1,1,5,1
33,3,5,5,1,1,1,5,1
27,6,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
30,6,5,5,1,1,1,5,1
29,6,5,4,1,1,1,5,1
30,6,5,5,1,1,1,5,1
29,6,5,4,1,1,1,5,1
30,6,5,6,1,1,1,5,1
31,6,5,6,1,1,1,5,1
34,11,5,4,1,1,1,5,1
28,6,5,4,1,1,1,5,1
39,6,5,4,1,1,1,5,1
28,6,5,6,1,1,1,6,1
30,6,5,4,1,1,1,5,1
31,6,5,5,1,1,1,5,1
28,6,5,4,1,1,1,5,1
39,6,5,6,1,1,1,5,1
31,6,5,6,1,1,1,5,1
31,6,5,6,1,1,1,6,1
30,6,5,5,1,1,1,5,1
28,4,5,4,1,1,1,5,1
32,11,5,3,1,1,1,5,1
31,6,5,4,1,1,1,5,1
29,6,5,6,1,1,1,5,1
31,6,5,5,1,1,1,5,1
39,6,5,6,1,1,1,5,1
29,6,5,4,1,1,1,5,1
39,6,5,5,1,1,1,5,1
34,3,5,5,1,1,1,5,1
27,3,5,6,1,1,1,5,1
30,4,5,4,1,1,1,5,1
29,7,5,4,1,1,1,5,1
40,11,5,6,1,1,1,5,1
27,7,5,5,1,1,1,5,1
31,7,5,4,1,1,1,5,1
31,3,5,4,1,1,1,5,1
27,9,5,6,1,1,1,5,1
5,1,4,5,0,1,1,6,1
37,7,7,4,1,1,1,5,1
29,3,5,4,1,1,1,5,1
29,6,5,6,1,1,1,5,1
14,0,1,6,0,0,0,5,1
37,7,5,4,1,1,1,5,1
32,11,5,4,1,1,1,5,1
38,7,5,6,1,1,1,5,1
27,7,5,5,1,1,1,5,1
16,0,1,4,0,0,0,5,1
37,5,5,5,1,1,1,5,1
28,6,5,4,1,1,1,5,1
27,7,5,4,1,1,1,5,1
37,3,5,4,1,1,1,5,1
17,0,1,4,0,0,0,5,1
17,0,1,4,0,0,0,5,1
30,5,5,4,1,1,1,5,1
39,11,5,4,1,1,1,5,1
29,6,5,5,1,1,1,5,1
25,8,5,6,1,1,1,5,1
30,6,5,6,1,1,1,5,1
34,6,5,5,1,1,1,6,1
34,6,5,4,1,1,1,5,1
32,6,5,4,1,1,1,5,1
37,5,5,4,1,1,1,5,1
37,5,5,6,1,1,1,5,1
30,5,5,5,1,1,1,5,1
32,3,5,6,1,1,1,5,1
38,11,5,5,1,1,1,5,1
38,96,5,4,1,1,1,5,1
38,96,5,5,1,1,1,5,1
30,7,5,4,1,1,1,5,1
32,7,5,6,1,1,1,5,1
22,7,4,4,0,1,1,5,1
32,3,5,5,1,1,1,5,1
30,7,5,5,1,1,1,5,1
29,7,5,5,1,1,1,5,1
30,14,5,19,1,1,1,6,1
30,12,5,4,1,1,1,5,1
31,11,5,6,1,1,1,5,1
31,11,5,4,1,1,1,5,1
41,7,6,4,1,1,1,5,1
20,0,2,5,1,0,0,5,1
33,3,5,6,1,1,1,5,1
32,6,5,6,1,1,1,5,1
30,6,5,5,1,1,1,5,1
41,7,5,5,1,1,1,5,1
29,12,5,6,1,1,1,5,1
31,5,5,6,1,1,1,6,1
29,5,5,3,1,1,1,5,1
31,11,5,6,1,1,1,5,1
38,5,5,4,1,1,1,5,1
31,5,5,6,1,1,1,6,1
29,5,5,4,1,1,1,5,1
29,5,5,5,1,1,1,5,1
37,5,5,5,1,1,1,5,1
0,5,3,4,0,1,1,5,1
29,5,5,29,1,1,1,5,1
33,5,5,6,1,1,1,5,1
30,3,5,6,1,1,1,5,1
0,3,3,4,0,1,1,5,1
30,6,5,6,1,1,1,5,1
23,0,2,41,1,0,0,4,1
30,5,5,5,1,1,1,6,1
29,5,5,5,1,1,1,5,1
30,5,5,5,1,1,1,5,1
29,5,5,6,1,1,1,6,1
30,5,5,6,1,1,1,5,1
28,5,5,5,1,1,1,5,1
30,5,5,6,1,1,1,5,1
32,5,5,4,1,1,1,5,1
30,6,5,5,1,1,1,5,1
30,6,5,6,1,1,1,6,1
25,7,5,4,1,1,1,5,1
38,7,5,4,1,1,1,5,1
33,5,6,5,1,1,1,5,1
31,5,6,5,1,1,1,5,1
40,5,6,6,1,1,1,6,1
28,7,5,6,1,1,1,5,1
15,65,4,6,0,1,1,6,1
25,65,5,6,1,1,1,5,1
31,65,5,6,1,1,1,6,1
29,5,5,4,1,1,1,5,1
39,59,5,5,1,1,1,5,1
36,11,5,6,1,1,1,5,1
28,11,5,4,1,1,1,5,1
32,60,5,4,1,1,1,5,1
35,60,5,5,1,1,1,5,1
39,60,5,6,1,1,1,5,1
39,60,5,5,1,1,1,5,1
32,60,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
31,6,5,6,1,1,1,6,1
33,6,5,4,1,1,1,5,1
31,5,5,6,1,1,1,5,1
30,57,5,4,1,1,1,5,1
29,8,5,4,1,1,1,5,1
37,4,5,4,1,1,1,5,1
26,3,6,6,1,1,1,5,1
35,111,6,4,1,1,1,5,1
41,4,5,6,1,1,1,5,1
31,4,5,6,1,1,1,5,1
31,4,5,4,1,1,1,5,1
34,4,5,6,1,1,1,5,1
31,4,5,4,1,1,1,5,1
34,4,5,4,1,1,1,5,1
31,3,6,6,1,1,1,5,1
33,4,5,6,1,1,1,5,1
30,4,5,5,1,1,1,5,1
27,3,6,4,1,1,1,5,1
33,4,5,6,1,1,1,5,1
29,3,6,6,1,1,1,5,1
31,4,5,6,1,1,1,5,1
34,4,5,6,1,1,1,6,1
32,3,5,4,1,1,1,5,1
29,3,5,5,1,1,1,5,1
30,6,5,6,1,1,1,5,1
31,3,5,5,1,1,1,5,1
12,6,4,4,0,1,1,5,1
28,6,5,6,1,1,1,5,1
28,6,5,4,1,1,1,5,1
29,6,5,4,1,1,1,5,1
32,3,5,6,1,1,1,5,1
31,3,5,6,1,1,1,6,1
32,3,5,6,1,1,1,6,1
29,3,5,4,1,1,1,5,1
42,3,5,5,1,1,1,5,1
40,3,5,6,1,1,1,5,1
29,6,5,4,1,1,1,5,1
31,3,5,6,1,1,1,5,1
31,3,5,4,1,1,1,5,1
27,6,5,6,1,1,1,5,1
29,4,5,5,1,1,1,5,1
30,3,5,4,1,1,1,5,1
32,9,5,6,1,1,1,5,1
34,9,5,6,1,1,1,5,1
34,9,5,6,1,1,1,5,1
27,9,5,6,1,1,1,5,1
31,0,2,5,1,0,0,5,1
32,3,5,6,1,1,1,6,1
31,3,6,5,1,1,1,5,1
33,3,5,6,1,1,1,6,1
32,3,5,4,1,1,1,5,1
0,0,1,6,0,0,0,5,1
33,3,5,6,1,1,1,6,1
32,9,5,6,1,1,1,5,1
30,9,5,6,1,1,1,6,1
29,9,5,4,1,1,1,5,1
31,9,5,6,1,1,1,5,1
29,9,5,6,1,1,1,5,1
28,3,5,6,1,1,1,5,1
33,9,5,5,1,1,1,5,1
40,9,5,5,1,1,1,5,1
34,9,5,6,1,1,1,5,1
30,9,5,6,1,1,1,5,1
31,9,5,6,1,1,1,5,1
34,9,5,4,1,1,1,5,1
31,9,5,4,1,1,1,5,1
33,9,5,6,1,1,1,6,1
33,9,5,4,1,1,1,5,1
40,9,5,6,1,1,1,6,1
6,6,4,5,0,1,1,5,1
38,9,5,5,1,1,1,6,1
21,0,2,6,1,0,0,5,1
35,9,5,3,1,1,1,5,1
36,9,5,4,1,1,1,5,1
39,9,5,6,1,1,1,5,1
32,9,5,6,1,1,1,6,1
28,9,5,5,1,1,1,5,1
30,4,5,6,1,1,1,5,1
30,4,5,5,1,1,1,5,1
31,3,5,4,1,1,1,5,1
32,3,5,4,1,1,1,5,1
32,3,5,6,1,1,1,6,1
33,7,5,6,1,1,1,5,1
31,15,5,6,1,1,1,5,1
32,3,5,6,1,1,1,6,1
40,0,4,5,1,1,0,6,1
38,3,5,4,1,1,1,5,1
38,3,5,6,1,1,1,6,1
37,3,5,6,1,1,1,5,1
36,3,5,6,1,1,1,5,1
40,3,5,6,1,1,1,6,1
36,6,5,3,1,1,1,5,1
30,3,5,6,1,1,1,5,1
30,3,5,4,1,1,1,5,1
31,3,5,4,1,1,1,5,1
33,3,5,6,1,1,1,5,1
34,3,5,4,1,1,1,5,1
31,3,5,6,1,1,1,5,1
31,3,5,5,1,1,1,5,1
30,3,5,5,1,1,1,5,1
30,3,5,5,1,1,1,5,1
39,3,5,5,1,1,1,5,1
27,6,5,4,1,1,1,5,1
37,3,5,5,1,1,1,6,1
34,3,5,6,1,1,1,6,1
35,3,5,4,1,1,1,5,1
41,3,5,5,1,1,1,5,1
33,4,5,3,1,1,1,5,1
32,4,5,4,1,1,1,5,1
32,3,5,4,1,1,1,5,1
41,4,5,4,1,1,1,5,1
33,4,5,6,1,1,1,5,1
39,4,5,6,1,1,1,5,1
29,7,5,4,1,1,1,5,1
30,6,5,4,1,1,1,5,1
34,4,5,5,1,1,1,6,1
31,4,5,5,1,1,1,6,1
33,4,5,4,1,1,1,5,1
31,3,5,5,1,1,1,5,1
30,3,5,6,1,1,1,6,1
33,3,5,6,1,1,1,5,1
40,3,5,5,1,1,1,5,1
34,3,5,6,1,1,1,5,1
16,0,1,4,0,0,0,5,1
32,3,5,6,1,1,1,5,1
31,6,5,5,1,1,1,5,1
33,3,5,6,1,1,1,5,1
31,3,5,6,1,1,1,6,1
28,3,5,4,1,1,1,5,1
31,3,5,6,1,1,1,5,1
37,3,5,6,1,1,1,5,1
26,3,5,4,1,1,1,5,1
29,3,5,5,1,1,1,5,1
30,3,5,6,1,1,1,5,1
29,6,5,4,1,1,1,5,1
27,3,5,4,1,1,1,5,1
29,6,5,4,1,1,1,5,1
28,15,5,4,1,1,1,5,1
32,3,5,5,1,1,1,6,1
27,67,5,6,1,1,1,5,1
30,3,5,5,1,1,1,5,1
32,3,5,4,1,1,1,5,1
32,3,5,4,1,1,1,5,1
30,3,5,5,1,1,1,5,1
30,3,5,4,1,1,1,5,1
30,3,5,4,1,1,1,5,1
40,3,5,5,1,1,1,5,1
28,6,5,4,1,1,1,5,1
32,3,5,5,1,1,1,5,1
32,3,5,5,1,1,1,5,1
23,3,4,6,0,1,1,5,1
31,3,5,6,1,1,1,6,1
33,3,5,5,1,1,1,5,1
34,3,5,4,1,1,1,5,1
26,3,5,4,1,1,1,5,1
40,3,5,4,1,1,1,5,1
33,3,5,6,1,1,1,6,1
38,3,5,4,1,1,1,5,1
29,6,5,6,1,1,1,6,1
32,3,5,4,1,1,1,5,1
29,3,5,4,1,1,1,5,1
32,3,5,6,1,1,1,5,1
39,3,5,4,1,1,1,5,1
29,3,5,6,1,1,1,5,1
40,3,5,6,1,1,1,6,1
29,3,5,6,1,1,1,5,1
29,3,5,5,1,1,1,5,1
37,3,5,4,1,1,1,5,1
32,3,5,6,1,1,1,6,1
30,6,5,4,1,1,1,5,1
33,3,5,6,1,1,1,6,1
32,3,5,4,1,1,1,5,1
32,3,5,5,1,1,1,5,1
38,3,5,6,1,1,1,5,1
32,3,5,6,1,1,1,5,1
37,0,4,5,1,1,0,5,1
32,3,5,6,1,1,1,5,1
30,3,5,4,1,1,1,5,1
34,3,5,5,1,1,1,5,1
32,3,5,5,1,1,1,5,1
27,6,5,4,1,1,1,5,1
39,3,5,4,1,1,1,5,1
34,3,5,6,1,1,1,5,1
31,3,5,6,1,1,1,6,1
28,3,5,6,1,1,1,5,1
40,3,5,6,1,1,1,5,1
30,3,5,4,1,1,1,5,1
26,0,4,5,1,1,0,6,1
31,3,5,6,1,1,1,5,1
29,1,5,3,1,1,1,5,1
29,6,5,6,1,1,1,6,1
31,6,5,4,1,1,1,5,1
30,6,5,4,1,1,1,5,1
35,6,5,5,1,1,1,5,1
30,6,5,6,1,1,1,5,1
10,6,4,5,0,1,1,5,1
31,3,5,6,1,1,1,5,1
31,3,5,6,1,1,1,5,1
31,3,5,4,1,1,1,5,1
37,1,5,6,1,1,1,5,1
30,3,5,5,1,1,1,6,1
27,0,2,5,1,0,0,5,1
29,6,5,4,1,1,1,5,1
26,0,2,6,1,0,0,5,1
28,0,2,5,1,0,0,5,1
26,0,2,6,1,0,0,6,1
27,0,2,4,1,0,0,5,1
27,0,2,6,1,0,0,5,1
28,0,2,6,1,0,0,5,1
25,0,2,4,1,0,0,5,1
28,0,2,4,1,0,0,5,1
28,0,2,6,1,0,0,5,1
31,0,2,6,1,0,0,5,1
