no_of_VirusTotal_positives,dangerous_permissions,triggered_signatures,udp_count,File_identified_by_10_AVs,Hidden_Payload_Found,Application_Asks_For_Dangerous_Permissions,no_of_Hosts_Involved,label
28,6,5,6,1,1,1,5,1
0,0,0,6,0,0,0,5,1
27,0,2,40,1,0,0,4,1
29,0,2,6,1,0,0,5,1
30,0,2,4,1,0,0,5,1
30,0,2,4,1,0,0,5,1
28,0,2,4,1,0,0,5,1
28,0,2,4,1,0,0,5,1
29,0,2,5,1,0,0,5,1
30,0,2,6,1,0,0,5,1
0,0,1,4,0,0,0,5,1
31,6,5,6,1,1,1,5,1
31,6,5,4,1,1,1,5,1
0,0,1,6,0,0,0,5,1
39,6,5,4,1,1,1,5,1
29,6,5,5,1,1,1,5,1
30,6,5,4,1,1,1,5,1
29,6,5,4,1,1,1,5,1
29,6,5,6,1,1,1,5,1
31,6,5,6,1,1,1,6,1
38,6,5,5,1,1,1,5,1
28,3,5,6,1,1,1,6,1
39,7,7,5,1,1,1,5,1
32,5,5,4,1,1,1,5,1
26,71,6,5,1,1,1,5,1
26,4,5,6,1,1,1,5,1
25,8,5,4,1,1,1,5,1
41,3,5,5,1,1,1,5,1
40,1,5,6,1,1,1,5,1
39,8,5,6,1,1,1,6,1
38,5,5,4,1,1,1,5,1
27,7,5,4,1,1,1,5,1
35,7,7,4,1,1,1,5,1
40,3,5,4,1,1,1,5,1
32,7,5,4,1,1,1,5,1
32,5,5,6,1,1,1,5,1
29,11,5,5,1,1,1,5,1
31,5,6,6,1,1,1,5,1
31,6,5,4,1,1,1,5,1
33,6,5,6,1,1,1,5,1
27,6,5,5,1,1,1,6,1
35,6,5,4,1,1,1,5,1
42,6,5,4,1,1,1,5,1
39,8,5,6,1,1,1,5,1
37,3,5,6,1,1,1,5,1
32,5,5,6,1,1,1,5,1
27,4,5,4,1,1,1,5,1
29,5,5,4,1,1,1,5,1
37,5,5,5,1,1,1,6,1
31,5,5,5,1,1,1,5,1
37,7,5,6,1,1,1,5,1
38,96,5,5,1,1,1,6,1
29,96,5,6,1,1,1,5,1
30,96,5,6,1,1,1,6,1
29,96,5,6,1,1,1,6,1
41,7,5,6,1,1,1,5,1
29,7,5,5,1,1,1,5,1
30,4,5,4,1,1,1,5,1
29,7,5,5,1,1,1,5,1
34,4,5,6,1,1,1,5,1
32,4,5,6,1,1,1,5,1
34,4,5,4,1,1,1,5,1
32,7,6,6,1,1,1,5,1
36,11,5,4,1,1,1,5,1
28,11,5,6,1,1,1,5,1
30,7,5,6,1,1,1,5,1
24,14,5,6,1,1,1,5,1
31,5,5,6,1,1,1,5,1
29,5,5,4,1,1,1,5,1
31,5,5,5,1,1,1,5,1
28,5,5,6,1,1,1,5,1
29,5,5,6,1,1,1,6,1
31,5,5,6,1,1,1,5,1
30,5,5,6,1,1,1,5,1
30,5,5,4,1,1,1,5,1
39,5,5,4,1,1,1,5,1
29,5,5,6,1,1,1,5,1
31,5,5,6,1,1,1,5,1
36,5,5,5,1,1,1,5,1
30,6,5,4,1,1,1,5,1
29,5,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
30,6,5,7,1,1,1,5,1
34,7,5,4,1,1,1,5,1
30,5,5,6,1,1,1,5,1
29,5,5,6,1,1,1,6,1
30,5,5,5,1,1,1,5,1
28,5,5,4,1,1,1,5,1
29,5,5,6,1,1,1,5,1
30,5,5,5,1,1,1,5,1
28,5,6,4,1,1,1,5,1
36,5,5,6,1,1,1,6,1
29,5,5,4,1,1,1,5,1
30,5,5,6,1,1,1,6,1
30,5,5,6,1,1,1,5,1
29,5,5,6,1,1,1,5,1
32,4,5,5,1,1,1,5,1
32,7,5,6,1,1,1,5,1
31,7,5,6,1,1,1,5,1
38,6,5,4,1,1,1,5,1
34,4,5,5,1,1,1,5,1
28,5,6,4,1,1,1,5,1
29,5,6,4,1,1,1,5,1
30,5,6,6,1,1,1,5,1
30,5,6,5,1,1,1,5,1
32,5,6,4,1,1,1,5,1
30,7,5,4,1,1,1,5,1
37,65,5,4,1,1,1,5,1
26,65,5,5,1,1,1,5,1
26,65,5,6,1,1,1,5,1
27,65,5,6,1,1,1,6,1
6,0,1,6,0,0,0,5,1
28,5,6,5,1,1,1,5,1
36,96,5,3,1,1,1,5,1
34,60,5,6,1,1,1,5,1
30,60,5,5,1,1,1,5,1
31,60,5,3,1,1,1,5,1
31,6,5,4,1,1,1,5,1
30,6,5,6,1,1,1,5,1
29,14,6,6,1,1,1,6,1
33,6,5,6,1,1,1,5,1
26,16,6,4,1,1,1,5,1
31,13,6,5,1,1,1,5,1
40,3,5,4,1,1,1,5,1
35,15,6,4,1,1,1,5,1
34,9,6,6,1,1,1,5,1
1,3,5,4,0,1,1,5,1
30,6,5,5,1,1,1,5,1
29,7,5,4,1,1,1,5,1
28,4,5,5,1,1,1,5,1
40,5,5,4,1,1,1,5,1
31,8,5,6,1,1,1,5,1
30,5,5,3,1,1,1,5,1
30,6,5,5,1,1,1,5,1
32,5,5,6,1,1,1,5,1
26,4,5,3,1,1,1,5,1
33,5,5,6,1,1,1,5,1
31,5,5,5,1,1,1,5,1
31,7,5,6,1,1,1,5,1
32,5,5,5,1,1,1,5,1
32,7,5,6,1,1,1,5,1
27,4,5,4,1,1,1,5,1
29,5,5,6,1,1,1,6,1
30,5,5,4,1,1,1,5,1
32,5,5,4,1,1,1,5,1
39,5,5,6,1,1,1,5,1
31,5,5,6,1,1,1,6,1
33,5,5,6,1,1,1,5,1
30,6,5,6,1,1,1,6,1
29,3,5,6,1,1,1,5,1
31,3,5,5,1,1,1,5,1
0,0,1,7,0,0,0,5,1
37,6,5,6,1,1,1,5,1
32,7,5,4,1,1,1,5,1
35,5,6,4,1,1,1,5,1
40,5,6,4,1,1,1,5,1
28,5,6,5,1,1,1,5,1
29,5,6,5,1,1,1,5,1
39,5,5,6,1,1,1,5,1
29,5,5,6,1,1,1,5,1
29,3,5,5,1,1,1,5,1
29,3,5,5,1,1,1,5,1
30,6,5,5,1,1,1,5,1
31,6,5,6,1,1,1,5,1
29,3,5,4,1,1,1,5,1
41,4,5,4,1,1,1,5,1
31,5,5,4,1,1,1,5,1
30,5,5,5,1,1,1,5,1
31,5,5,6,1,1,1,6,1
37,6,5,5,1,1,1,5,1
31,6,5,4,1,1,1,5,1
36,3,5,4,1,1,1,5,1
30,6,5,4,1,1,1,5,1
30,4,5,6,1,1,1,5,1
29,4,5,4,1,1,1,5,1
32,5,6,5,1,1,1,5,1
0,0,1,5,0,0,0,5,1
0,5,3,4,0,1,1,5,1
30,5,5,6,1,1,1,5,1
32,7,5,4,1,1,1,5,1
30,5,5,5,1,1,1,5,1
29,5,5,4,1,1,1,5,1
32,5,5,4,1,1,1,5,1
27,7,5,4,1,1,1,5,1
29,6,5,4,1,1,1,5,1
28,6,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
31,3,5,6,1,1,1,5,1
0,0,1,6,0,0,0,6,1
31,6,6,6,1,1,1,5,1
30,6,5,4,1,1,1,5,1
30,6,5,6,1,1,1,5,1
33,6,5,4,1,1,1,5,1
30,6,5,6,1,1,1,5,1
38,5,5,4,1,1,1,5,1
32,5,5,4,1,1,1,5,1
28,5,5,6,1,1,1,5,1
31,3,5,4,1,1,1,5,1
30,7,5,5,1,1,1,5,1
31,5,5,6,1,1,1,5,1
31,5,5,6,1,1,1,5,1
29,5,5,6,1,1,1,5,1
31,5,5,6,1,1,1,6,1
30,6,5,6,1,1,1,5,1
39,7,5,4,1,1,1,5,1
30,3,5,6,1,1,1,5,1
28,5,5,5,1,1,1,5,1
28,0,2,6,1,0,0,5,1
30,3,5,6,1,1,1,6,1
26,7,5,6,1,1,1,5,1
30,5,6,6,1,1,1,6,1
31,6,5,6,1,1,1,6,1
29,6,5,4,1,1,1,5,1
30,7,5,6,1,1,1,5,1
33,7,5,5,1,1,1,5,1
38,6,5,6,1,1,1,5,1
29,6,5,6,1,1,1,5,1
31,6,5,6,1,1,1,5,1
31,6,5,5,1,1,1,5,1
34,6,5,4,1,1,1,5,1
33,4,5,4,1,1,1,5,1
39,6,5,4,1,1,1,5,1
28,6,5,4,1,1,1,5,1
30,0,2,4,1,0,0,5,1
34,9,5,5,1,1,1,5,1
28,9,5,4,1,1,1,5,1
29,9,5,6,1,1,1,5,1
30,7,5,4,1,1,1,5,1
31,7,5,4,1,1,1,5,1
30,11,5,4,1,1,1,5,1
33,11,5,4,1,1,1,5,1
25,0,2,6,1,0,0,5,1
34,11,5,6,1,1,1,5,1
34,11,5,4,1,1,1,5,1
31,10,5,4,1,1,1,5,1
30,10,5,5,1,1,1,5,1
28,7,5,5,1,1,1,5,1
36,7,5,4,1,1,1,5,1
30,6,5,4,1,1,1,5,1
27,7,5,6,1,1,1,5,1
29,7,5,4,1,1,1,5,1
26,7,5,4,1,1,1,5,1
33,4,5,4,1,1,1,5,1
28,7,5,4,1,1,1,5,1
30,11,5,4,1,1,1,5,1
38,7,5,6,1,1,1,5,1
30,5,5,3,1,1,1,5,1
32,4,5,6,1,1,1,5,1
29,6,6,4,1,1,1,5,1
31,11,5,4,1,1,1,5,1
33,11,5,6,1,1,1,5,1
32,11,5,6,1,1,1,6,1
31,11,5,6,1,1,1,5,1
32,4,5,4,1,1,1,5,1
32,11,5,4,1,1,1,5,1
31,11,5,5,1,1,1,5,1
40,11,5,5,1,1,1,5,1
39,11,5,4,1,1,1,5,1
31,11,5,4,1,1,1,5,1
33,11,5,6,1,1,1,5,1
32,11,5,5,1,1,1,5,1
30,11,5,5,1,1,1,5,1
39,11,5,5,1,1,1,5,1
30,11,5,4,1,1,1,5,1
33,3,6,6,1,1,1,5,1
30,11,5,4,1,1,1,5,1
39,11,5,4,1,1,1,5,1
40,11,5,3,1,1,1,5,1
33,11,5,4,1,1,1,5,1
31,11,5,4,1,1,1,5,1
34,11,5,5,1,1,1,5,1
38,11,5,5,1,1,1,5,1
40,11,5,4,1,1,1,5,1
34,11,5,6,1,1,1,5,1
32,11,5,6,1,1,1,5,1
30,3,5,6,1,1,1,5,1
33,4,5,6,1,1,1,5,1
32,11,5,5,1,1,1,5,1
39,11,5,4,1,1,1,5,1
30,11,5,6,1,1,1,5,1
40,11,5,6,1,1,1,5,1
31,11,5,4,1,1,1,5,1
36,11,5,11,1,1,1,6,1
41,11,5,6,1,1,1,5,1
33,11,5,7,1,1,1,6,1
31,11,5,4,1,1,1,5,1
34,11,5,4,1,1,1,5,1
32,4,5,5,1,1,1,5,1
32,11,5,4,1,1,1,5,1
32,11,5,6,1,1,1,5,1
39,11,5,11,1,1,1,6,1
40,11,5,4,1,1,1,5,1
32,11,5,5,1,1,1,5,1
32,11,5,6,1,1,1,5,1
14,5,4,4,0,1,1,5,1
27,0,2,6,1,0,0,5,1
29,57,5,6,1,1,1,5,1
36,3,5,5,1,1,1,5,1
33,4,5,6,1,1,1,6,1
30,6,5,6,1,1,1,5,1
28,7,5,5,1,1,1,5,1
31,6,5,6,1,1,1,5,1
28,3,5,6,1,1,1,5,1
31,5,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
27,6,5,5,1,1,1,5,1
32,6,5,4,1,1,1,5,1
30,6,5,4,1,1,1,5,1
26,6,5,5,1,1,1,5,1
29,3,6,6,1,1,1,6,1
30,6,5,5,1,1,1,5,1
27,6,5,3,1,1,1,5,1
30,6,5,6,1,1,1,5,1
29,6,5,6,1,1,1,5,1
30,6,5,5,1,1,1,5,1
30,6,5,4,1,1,1,5,1
31,6,5,4,1,1,1,5,1
30,6,5,6,1,1,1,5,1
29,6,5,6,1,1,1,5,1
29,6,5,4,1,1,1,5,1
34,3,5,4,1,1,1,5,1
26,3,5,6,1,1,1,6,1
29,7,5,4,1,1,1,5,1
31,7,5,4,1,1,1,5,1
31,3,5,5,1,1,1,5,1
34,9,5,4,1,1,1,5,1
26,7,6,6,1,1,1,5,1
29,6,5,4,1,1,1,5,1
30,6,5,5,1,1,1,5,1
31,3,5,5,1,1,1,5,1
32,3,5,5,1,1,1,5,1
3,4,4,4,0,1,1,5,1
30,3,5,6,1,1,1,5,1
33,5,6,6,1,1,1,5,1
17,0,1,4,0,0,0,5,1
26,8,5,5,1,1,1,5,1
25,7,5,6,1,1,1,6,1
35,71,6,4,1,1,1,5,1
26,7,5,4,1,1,1,5,1
18,0,1,5,0,0,0,5,1
29,5,6,5,1,1,1,5,1
30,8,5,4,1,1,1,5,1
31,3,5,5,1,1,1,5,1
0,0,1,6,0,0,0,5,1
30,6,5,6,1,1,1,5,1
35,6,5,5,1,1,1,5,1
34,6,5,6,1,1,1,5,1
28,96,5,4,1,1,1,5,1
38,96,5,5,1,1,1,5,1
29,96,5,4,1,1,1,5,1
32,7,5,4,1,1,1,5,1
31,7,5,6,1,1,1,5,1
30,7,5,6,1,1,1,5,1
30,6,5,4,1,1,1,5,1
30,13,5,4,1,1,1,5,1
29,7,5,4,1,1,1,5,1
30,7,5,6,1,1,1,5,1
38,7,6,6,1,1,1,5,1
33,12,5,6,1,1,1,5,1
30,6,5,6,1,1,1,5,1
32,3,5,5,1,1,1,5,1
23,5,4,4,0,1,1,5,1
30,5,5,6,1,1,1,5,1
31,5,5,6,1,1,1,5,1
27,6,5,4,1,1,1,5,1
29,5,5,4,1,1,1,5,1
28,5,5,6,1,1,1,5,1
32,5,5,4,1,1,1,5,1
32,5,5,5,1,1,1,5,1
30,5,5,6,1,1,1,5,1
30,6,5,4,1,1,1,5,1
29,6,5,6,1,1,1,5,1
31,5,5,5,1,1,1,5,1
26,0,2,4,1,0,0,5,1
27,5,5,3,1,1,1,5,1
30,6,5,5,1,1,1,5,1
29,5,5,4,1,1,1,5,1
29,5,5,5,1,1,1,5,1
38,0,2,4,1,0,0,5,1
31,5,5,5,1,1,1,5,1
36,5,5,6,1,1,1,5,1
31,5,5,6,1,1,1,6,1
31,5,5,6,1,1,1,5,1
30,5,5,6,1,1,1,5,1
24,0,2,5,1,0,0,5,1
28,7,5,4,1,1,1,5,1
31,3,5,6,1,1,1,5,1
27,6,5,6,1,1,1,5,1
30,3,5,5,1,1,1,5,1
28,7,5,4,1,1,1,5,1
0,5,4,6,0,1,1,5,1
29,5,6,41,1,1,1,4,1
0,5,4,6,0,1,1,5,1
0,5,4,40,0,1,1,4,1
30,5,6,6,1,1,1,5,1
31,5,6,5,1,1,1,5,1
39,5,6,5,1,1,1,5,1
26,7,5,6,1,1,1,6,1
38,7,5,5,1,1,1,5,1
31,3,5,9,1,1,1,6,1
27,7,5,5,1,1,1,6,1
26,65,5,4,1,1,1,5,1
31,65,5,5,1,1,1,5,1
30,5,5,5,1,1,1,5,1
31,96,5,6,1,1,1,5,1
36,6,5,5,1,1,1,5,1
35,60,5,4,1,1,1,5,1
32,60,5,5,1,1,1,5,1
39,60,5,6,1,1,1,5,1
29,60,5,6,1,1,1,6,1
37,6,5,3,1,1,1,5,1
27,11,5,6,1,1,1,5,1
34,6,5,6,1,1,1,5,1
34,6,5,6,1,1,1,5,1
31,6,5,6,1,1,1,5,1
40,3,5,6,1,1,1,5,1
26,5,5,4,1,1,1,5,1
26,0,2,7,1,0,0,5,1
29,7,5,5,1,1,1,5,1
34,4,5,4,1,1,1,5,1
30,4,5,4,1,1,1,5,1
32,4,5,6,1,1,1,5,1
40,4,5,4,1,1,1,5,1
0,4,3,6,0,1,1,5,1
0,4,3,19,0,1,1,6,1
0,4,3,18,0,1,1,6,1
0,4,3,19,0,1,1,6,1
0,4,3,19,0,1,1,5,1
0,4,3,20,0,1,1,6,1
0,4,3,17,0,1,1,7,1
0,4,3,20,0,1,1,5,1
0,3,4,17,0,1,1,6,1
40,3,5,4,1,1,1,5,1
0,4,3,17,0,1,1,5,1
0,4,3,17,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,3,3,20,0,1,1,6,1
0,0,0,19,0,0,0,6,1
0,3,3,40,0,1,1,4,1
0,6,3,19,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,5,3,21,0,1,1,6,1
0,4,3,21,0,1,1,5,1
41,3,5,4,1,1,1,5,1
0,3,3,19,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,3,3,17,0,1,1,5,1
0,3,3,21,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,6,3,19,0,1,1,6,1
0,4,3,21,0,1,1,6,1
0,3,3,17,0,1,1,6,1
0,3,3,21,0,1,1,5,1
0,4,3,19,0,1,1,5,1
29,3,5,4,1,1,1,5,1
0,3,3,19,0,1,1,6,1
0,3,3,17,0,1,1,6,1
0,9,3,19,0,1,1,7,1
0,9,3,17,0,1,1,6,1
0,9,3,19,0,1,1,5,1
0,0,0,20,0,0,0,5,1
0,3,3,17,0,1,1,6,1
0,15,3,19,0,1,1,5,1
0,9,3,19,0,1,1,6,1
0,3,4,18,0,1,1,6,1
32,3,5,6,1,1,1,5,1
0,3,4,19,0,1,1,5,1
0,3,3,19,0,1,1,6,1
0,6,3,21,0,1,1,5,1
0,4,3,18,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,4,3,19,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,9,3,19,0,1,1,5,1
0,9,3,20,0,1,1,6,1
31,3,5,4,1,1,1,5,1
0,9,3,21,0,1,1,6,1
0,9,3,21,0,1,1,5,1
0,9,3,21,0,1,1,6,1
0,9,3,19,0,1,1,5,1
0,9,3,19,0,1,1,5,1
0,9,3,17,0,1,1,6,1
0,9,3,21,0,1,1,6,1
0,9,3,17,0,1,1,5,1
0,9,3,19,0,1,1,5,1
0,9,3,18,0,1,1,6,1
34,3,5,4,1,1,1,5,1
0,9,3,21,0,1,1,5,1
0,9,3,18,0,1,1,6,1
0,9,3,19,0,1,1,6,1
0,9,3,20,0,1,1,6,1
0,9,3,21,0,1,1,6,1
0,9,3,21,0,1,1,6,1
0,9,3,17,0,1,1,6,1
0,9,3,19,0,1,1,5,1
0,9,3,19,0,1,1,5,1
0,9,3,19,0,1,1,6,1
34,4,5,6,1,1,1,5,1
33,3,5,6,1,1,1,5,1
0,9,3,19,0,1,1,5,1
0,9,3,21,0,1,1,5,1
0,0,0,18,0,0,0,6,1
0,0,0,19,0,0,0,5,1
0,0,0,19,0,0,0,5,1
0,2,3,19,0,1,1,6,1
0,3,3,19,0,1,1,5,1
0,15,3,19,0,1,1,6,1
0,7,3,17,0,1,1,6,1
0,15,3,20,0,1,1,5,1
26,6,5,4,1,1,1,5,1
0,7,3,21,0,1,1,6,1
0,7,3,17,0,1,1,5,1
0,7,3,19,0,1,1,6,1
0,15,3,20,0,1,1,6,1
0,15,3,19,0,1,1,5,1
0,0,0,20,0,0,0,6,1
0,3,3,19,0,1,1,5,1
0,3,3,21,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,3,3,21,0,1,1,5,1
26,6,5,4,1,1,1,5,1
0,3,3,19,0,1,1,5,1
0,3,3,20,0,1,1,6,1
0,3,4,19,0,1,1,6,1
0,3,3,20,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,4,3,21,0,1,1,5,1
0,3,3,21,0,1,1,5,1
0,3,3,20,0,1,1,5,1
0,3,3,19,0,1,1,5,1
0,3,3,19,0,1,1,5,1
28,4,5,4,1,1,1,5,1
0,3,3,59,0,1,1,4,1
0,3,3,18,0,1,1,5,1
0,3,3,19,0,1,1,7,1
0,3,3,19,0,1,1,5,1
0,3,3,18,0,1,1,5,1
0,3,3,18,0,1,1,5,1
0,3,3,19,0,1,1,6,1
0,3,3,20,0,1,1,5,1
0,3,3,18,0,1,1,5,1
0,4,3,20,0,1,1,5,1
29,4,5,4,1,1,1,5,1
0,4,3,19,0,1,1,5,1
0,4,3,22,0,1,1,5,1
0,4,3,19,0,1,1,5,1
0,3,3,18,0,1,1,5,1
0,0,0,19,0,0,0,6,1
0,3,3,18,0,1,1,5,1
0,3,3,21,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,3,3,19,0,1,1,6,1
30,4,5,4,1,1,1,5,1
0,3,3,18,0,1,1,5,1
0,19,3,20,0,1,1,6,1
0,19,3,19,0,1,1,5,1
0,3,3,20,0,1,1,5,1
0,3,3,19,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,3,3,21,0,1,1,5,1
0,3,3,21,0,1,1,6,1
0,3,3,21,0,1,1,5,1
0,3,3,18,0,1,1,5,1
32,4,5,5,1,1,1,5,1
0,3,3,18,0,1,1,5,1
0,0,2,18,0,1,0,5,1
0,15,3,20,0,1,1,5,1
0,19,3,20,0,1,1,11,1
0,3,3,20,0,1,1,7,1
0,3,3,21,0,1,1,6,1
0,0,0,21,0,0,0,6,1
0,3,3,23,0,1,1,5,1
0,3,3,19,0,1,1,7,1
0,3,3,21,0,1,1,5,1
30,3,5,5,1,1,1,5,1
0,3,3,20,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,3,3,56,0,1,1,4,1
0,3,3,21,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,3,3,17,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,3,3,20,0,1,1,6,1
0,3,3,20,0,1,1,5,1
0,0,2,18,0,1,0,6,1
31,3,5,6,1,1,1,5,1
0,4,3,17,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,3,3,21,0,1,1,5,1
0,3,3,20,0,1,1,6,1
0,3,3,19,0,1,1,6,1
0,3,3,19,0,1,1,5,1
0,3,3,19,0,1,1,6,1
0,2,3,19,0,1,1,6,1
0,3,3,17,0,1,1,6,1
32,9,5,4,1,1,1,5,1
0,3,3,19,0,1,1,6,1
0,3,3,19,0,1,1,5,1
0,3,3,21,0,1,1,6,1
0,3,3,22,0,1,1,10,1
0,3,3,19,0,1,1,5,1
0,3,3,21,0,1,1,6,1
0,3,3,19,0,1,1,5,1
0,3,3,21,0,1,1,6,1
0,3,3,19,0,1,1,5,1
0,3,3,19,0,1,1,5,1
29,6,6,4,1,1,1,5,1
33,9,5,4,1,1,1,5,1
0,3,3,19,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,3,3,21,0,1,1,6,1
0,3,3,16,0,1,1,5,1
0,6,3,21,0,1,1,6,1
0,6,3,18,0,1,1,5,1
0,6,3,21,0,1,1,5,1
0,6,3,20,0,1,1,5,1
0,3,3,19,0,1,1,5,1
0,3,3,20,0,1,1,6,1
30,3,5,4,1,1,1,5,1
0,0,0,19,0,0,0,6,1
0,0,0,21,0,0,0,5,1
0,0,0,21,0,0,0,5,1
0,0,0,21,0,0,0,5,1
0,0,0,19,0,0,0,5,1
0,0,0,21,0,0,0,6,1
0,0,0,21,0,0,0,5,1
0,0,0,19,0,0,0,6,1
0,0,0,21,0,0,0,5,1
0,0,0,21,0,0,0,5,1
30,3,5,4,1,1,1,5,1
0,0,0,21,0,0,0,5,1
0,0,0,19,0,0,0,5,1
0,0,0,21,0,0,0,6,1
0,0,0,19,0,0,0,5,1
0,0,0,21,0,0,0,6,1
0,0,0,21,0,0,0,5,1
0,0,0,18,0,0,0,5,1
0,0,0,18,0,0,0,7,1
0,0,0,21,0,0,0,7,1
0,0,0,21,0,0,0,5,1
28,95,5,6,1,1,1,5,1
0,0,0,19,0,0,0,5,1
0,0,0,19,0,0,0,5,1
0,0,0,19,0,0,0,5,1
0,0,0,18,0,0,0,5,1
0,0,0,20,0,0,0,5,1
0,0,0,20,0,0,0,5,1
0,0,0,19,0,0,0,5,1
0,0,0,19,0,0,0,5,1
27,9,5,5,1,1,1,5,1
37,59,5,4,1,1,1,5,1
28,3,5,6,1,1,1,5,1
31,9,5,5,1,1,1,5,1
33,3,5,6,1,1,1,5,1
41,3,5,6,1,1,1,5,1
33,6,5,6,1,1,1,6,1
30,9,5,6,1,1,1,5,1
29,9,5,6,1,1,1,6,1
30,9,5,6,1,1,1,6,1
29,9,5,6,1,1,1,5,1
30,9,5,5,1,1,1,5,1
31,9,5,4,1,1,1,5,1
31,9,5,13,1,1,1,6,1
34,9,5,4,1,1,1,5,1
32,9,5,5,1,1,1,5,1
31,9,5,6,1,1,1,5,1
31,5,5,5,1,1,1,6,1
31,9,5,4,1,1,1,5,1
32,9,5,6,1,1,1,6,1
31,9,5,4,1,1,1,5,1
30,9,5,4,1,1,1,5,1
33,9,5,6,1,1,1,5,1
33,9,5,5,1,1,1,5,1
33,9,5,6,1,1,1,6,1
32,9,5,4,1,1,1,5,1
33,9,5,5,1,1,1,5,1
33,9,5,6,1,1,1,5,1
30,5,5,6,1,1,1,5,1
29,3,5,6,1,1,1,5,1
31,3,5,6,1,1,1,5,1
32,3,5,4,1,1,1,5,1
26,3,5,5,1,1,1,5,1
39,15,5,4,1,1,1,5,1
32,7,5,4,1,1,1,5,1
17,0,1,6,0,0,0,6,1
40,3,5,6,1,1,1,5,1
35,3,5,6,1,1,1,5,1
37,3,5,6,1,1,1,5,1
31,6,5,4,1,1,1,5,1
32,3,5,4,1,1,1,5,1
31,3,5,6,1,1,1,5,1
30,3,5,4,1,1,1,5,1
40,3,5,6,1,1,1,5,1
38,3,5,5,1,1,1,5,1
40,3,5,6,1,1,1,5,1
36,3,5,6,1,1,1,6,1
34,3,5,6,1,1,1,5,1
